6.999075412750244141e-01,-4.378734397888183594e+01
1.400023698806762695e+00,-4.376208305358886719e+01
1.400023698806762695e+00,-4.350149917602539062e+01
2.099931240081787109e+00,-5.857167053222656250e+01
2.099931240081787109e+00,-4.377970695495605469e+01
2.099931240081787109e+00,-4.364444732666015625e+01
2.799838781356811523e+00,-4.365087318420410156e+01
2.799838781356811523e+00,-1.507806396484375000e+01
2.799838781356811523e+00,-6.749445915222167969e+00
2.799838781356811523e+00,3.752595901489257812e+00
3.499954938888549805e+00,-4.387110773722330492e+01
4.199862480163574219e+00,-4.376580276489257670e+01
4.899978637695312500e+00,-4.382949905395507528e+01
4.899978637695312500e+00,-4.369636726379394531e+01
4.899978637695312500e+00,2.932290077209472656e+00
5.599886178970336914e+00,-4.388401412963867188e+01
5.599886178970336914e+00,-4.368251419067382812e+01
6.300002336502075195e+00,-7.334673309326171875e+01
6.300002336502075195e+00,-4.386270523071289062e+01
6.999909877777099609e+00,-4.365002059936523438e+01
6.999909877777099609e+00,1.733414649963378906e+00
7.700026035308837891e+00,-8.294346618652343750e+01
7.700026035308837891e+00,-4.423449325561523438e+01
7.700026035308837891e+00,-4.376218223571777344e+01
8.399933576583862305e+00,-4.378831481933593750e+01
8.399933576583862305e+00,-5.753512382507324219e+00
9.100049734115600586e+00,-4.393587875366210938e+01
9.100049734115600586e+00,-4.370619583129882812e+01
9.799957275390625000e+00,-8.632804107666015625e+01
9.799957275390625000e+00,-6.007603836059570312e+01
9.799957275390625000e+00,-4.387651252746582031e+01
9.799957275390625000e+00,-4.878554344177246094e+00
1.050007343292236328e+01,-4.392090733846028883e+01
1.050007343292236328e+01,-3.116913223266601562e+01
1.119998097419738770e+01,-4.384623908996582031e+01
1.119998097419738770e+01,-4.368922042846679688e+01
1.119998097419738770e+01,-7.256417274475097656e+00
1.190009713172912598e+01,-9.224525451660156250e+01
1.190009713172912598e+01,-4.375509834289550781e+01
1.190009713172912598e+01,-2.861731529235839844e+01
1.260000467300415039e+01,-4.379998906453450758e+01
1.260000467300415039e+01,-2.611063194274902344e+01
1.329991221427917480e+01,-6.593564605712890625e+01
1.329991221427917480e+01,-4.396987533569335938e+01
1.329991221427917480e+01,-4.352311325073242188e+01
1.329991221427917480e+01,-3.020074462890625000e+01
1.400002837181091309e+01,-4.372850036621093750e+01
1.470014452934265137e+01,-4.364381408691406250e+01
1.540005207061767578e+01,-4.380383300781250000e+01
1.610016822814941406e+01,-4.380563259124755859e+01
1.610016822814941406e+01,-4.366072273254394531e+01
1.610016822814941406e+01,-4.308784008026123047e+00
1.680007576942443848e+01,-7.506083679199218750e+01
1.680007576942443848e+01,-4.353147888183593750e+01
1.749998331069946289e+01,-4.358021545410156250e+01
1.819989085197448730e+01,-4.349301910400390625e+01
1.889979839324951172e+01,-5.785203170776367188e+01
1.889979839324951172e+01,-4.374376869201660156e+01
1.959991455078125000e+01,-4.807642745971679688e+01
1.959991455078125000e+01,-4.368081283569335938e+01
1.959991455078125000e+01,-2.271751022338867188e+01
1.959991455078125000e+01,1.768679916858673096e-01
2.029982209205627441e+01,-4.386089960734049242e+01
2.099993824958801270e+01,-4.377613576253255445e+01
2.099993824958801270e+01,-4.352154541015625000e+01
2.169984579086303711e+01,-6.080888366699218750e+01
2.169984579086303711e+01,-4.381291580200195312e+01
2.169984579086303711e+01,-9.467275619506835938e+00
2.169984579086303711e+01,-3.757854223251342773e+00
2.239996194839477539e+01,-8.602252960205078125e+01
