-6.527980471741294366e+01,1.814999370174053084e+01,-4.375122070312500000e+01,-5.490991999999999962e+01
-6.527980472322195737e+01,1.814999370019238967e+01,-4.382346725463867188e+01,-5.490991999999999962e+01
-6.527980535789649252e+01,1.814998729412133827e+01,-4.381593322753906250e+01,-5.487695999999999685e+01
-6.527980533261465723e+01,1.814998730085914858e+01,-4.350149917602539062e+01,-5.487695999999999685e+01
-6.527980534923692346e+01,1.814998729642918818e+01,-4.370823287963867188e+01,-5.487695999999999685e+01
-6.527980597908613447e+01,1.814998089326952169e+01,-4.364444732666016336e+01,-5.484501000000000204e+01
-6.527980599184489563e+01,1.814998088986919100e+01,-4.380313110351562500e+01,-5.484400999999999726e+01
-6.527980598807813806e+01,1.814998089087306354e+01,-4.375628280639647727e+01,-5.484501000000000204e+01
-6.527980717949870382e+01,1.814998057135132115e+01,-5.857167053222656250e+01,-5.484300999999999959e+01
-6.527980280186950779e+01,1.814997551641875617e+01,3.752595901489257812e+00,-5.481806000000000267e+01
-6.527980431631469571e+01,1.814997510880971632e+01,-1.507806396484375000e+01,-5.481506000000000256e+01
-6.527980364666868240e+01,1.814997528727658249e+01,-6.749445915222167969e+00,-5.481606000000000023e+01
-6.527980661713812083e+01,1.814997448762806798e+01,-4.368393707275391336e+01,-5.481204999999999927e+01
-6.527980661182124322e+01,1.814997448904507138e+01,-4.361780929565429688e+01,-5.481204999999999927e+01
-6.527980726098977016e+01,1.814996807841840365e+01,-4.379471206665039062e+01,-5.479310000000000258e+01
-6.527980727235896552e+01,1.814996807538840073e+01,-4.393611526489257812e+01,-5.479310000000000258e+01
-6.527980726804771905e+01,1.814996807653738742e+01,-4.388249588012695312e+01,-5.479310000000000258e+01
-6.527980789105463089e+01,1.814996167451514353e+01,-4.373772811889647727e+01,-5.477514000000000038e+01
-6.527980789563221720e+01,1.814996167329517007e+01,-4.379465866088867188e+01,-5.477514000000000038e+01
-6.527980789740868772e+01,1.814996167282172124e+01,-4.381675338745117188e+01,-5.477514000000000038e+01
-6.527980788653131583e+01,1.814996167572065033e+01,-4.368146896362304688e+01,-5.477514000000000038e+01
-6.527980789593331679e+01,1.814996167321492138e+01,-4.379840469360352273e+01,-5.477514000000000038e+01
-6.527980477215358235e+01,1.814995627965442537e+01,2.932290077209472656e+00,-5.475818999999999903e+01
-6.527980852059276629e+01,1.814995526866917075e+01,-4.367317199707031250e+01,-5.475719000000000136e+01
-6.527980853555445151e+01,1.814995526468172926e+01,-4.385925292968750000e+01,-5.475719000000000136e+01
-6.527980853546891638e+01,1.814995526470451992e+01,-4.385818862915039062e+01,-5.475719000000000136e+01
-6.527980853703648734e+01,1.814995526428674921e+01,-4.387768554687500000e+01,-5.475719000000000136e+01
-6.527980853239425585e+01,1.814995526552395688e+01,-4.381995010375976562e+01,-5.475719000000000136e+01
-6.527980852432270353e+01,1.814995526767510370e+01,-4.371956253051757812e+01,-5.475719000000000136e+01
-6.527980852535642953e+01,1.814995526739960496e+01,-4.373241806030273438e+01,-5.475719000000000136e+01
-6.527980915328340927e+01,1.814994886361970927e+01,-4.365149307250976562e+01,-5.473922999999999917e+01
-6.527980915827203034e+01,1.814994886229018434e+01,-4.371353530883789062e+01,-5.473922999999999917e+01
-6.527980917197905342e+01,1.814994885863711005e+01,-4.388401412963867188e+01,-5.473922999999999917e+01
-6.527980980478412221e+01,1.814994245147833141e+01,-4.386270523071289062e+01,-5.472328000000000259e+01
-6.527981217602355457e+01,1.814994181352216174e+01,-7.334673309326171875e+01,-5.472527000000000186e+01
-6.527980677193653491e+01,1.814993703289022520e+01,1.733414649963378906e+00,-5.471732999999999691e+01
-6.527981042190997130e+01,1.814993605013951949e+01,-4.365002059936523438e+01,-5.471932000000000329e+01
-6.527981106659369459e+01,1.814992963938174242e+01,-4.377898788452149148e+01,-5.471636999999999773e+01
-6.527981105937610096e+01,1.814992964130532371e+01,-4.368922042846679688e+01,-5.471636999999999773e+01
-6.527981106453624704e+01,1.814992963993007891e+01,-4.375339889526367188e+01,-5.471636999999999773e+01
-6.527981110321793778e+01,1.814992962962092093e+01,-4.423449325561523438e+01,-5.471636999999999773e+01
-6.527981107046369402e+01,1.814992963835033990e+01,-4.382712173461914062e+01,-5.471636999999999773e+01
-6.527981421638158110e+01,1.814992879193245301e+01,-8.294346618652343750e+01,-5.471936000000000178e+01
-6.527980864224815605e+01,1.814992405819496923e+01,-5.753512382507324219e+00,-5.470942000000000149e+01
-6.527981170136918365e+01,1.814992323291052401e+01,-4.378831481933593750e+01,-5.471240999999999843e+01
-6.527981234734983218e+01,1.814991682138288454e+01,-4.393587875366210938e+01,-5.470945999999999998e+01
-6.527981233397841265e+01,1.814991682494655123e+01,-4.376957321166992188e+01,-5.470945999999999998e+01
-6.527981232378678556e+01,1.814991682766276071e+01,-4.364281845092772727e+01,-5.470945999999999998e+01
-6.527980983985122521e+01,1.814991126194114557e+01,-4.878554344177246094e+00,-5.470450999999999908e+01
-6.527981297613897027e+01,1.814991041608755751e+01,-4.387317657470703125e+01,-5.470949999999999847e+01
-6.527981297667513161e+01,1.814991041594466736e+01,-4.387984848022460938e+01,-5.470949999999999847e+01
-6.527981427910698642e+01,1.814991006683037256e+01,-6.007603836059570312e+01,-5.471150000000000091e+01
-6.527981639048049090e+01,1.814990949812613863e+01,-8.632804107666015625e+01,-5.471549000000000262e+01
-6.527981361892724976e+01,1.814990400499560153e+01,-4.398342514038085938e+01,-5.471753999999999962e+01
-6.527981258821444044e+01,1.814990428369111441e+01,-3.116913223266601562e+01,-5.471555000000000035e+01
-6.527981361133247162e+01,1.814990400701972106e+01,-4.388896560668945312e+01,-5.471753999999999962e+01
-6.527981361144216521e+01,1.814990400699047868e+01,-4.389033126831054688e+01,-5.471753999999999962e+01
-6.527981129881027300e+01,1.814989839320894660e+01,-7.256417274475097656e+00,-5.472059999999999746e+01
-6.527981424208287820e+01,1.814989760079123116e+01,-4.385300827026367188e+01,-5.472659000000000162e+01
-6.527981424099462515e+01,1.814989760108126760e+01,-4.383946990966796875e+01,-5.472659000000000162e+01
-6.527981422891399177e+01,1.814989760430092858e+01,-4.368922042846679688e+01,-5.472659000000000162e+01
-6.527981365042325024e+01,1.814989152228849889e+01,-2.861731529235839844e+01,-5.473264000000000351e+01
-6.527981486841451897e+01,1.814989119367922754e+01,-4.376088714599609375e+01,-5.473463000000000278e+01
-6.527981486748352324e+01,1.814989119392735617e+01,-4.374930953979492188e+01,-5.473463000000000278e+01
-6.527981876774731518e+01,1.814989014445687232e+01,-9.224525451660156250e+01,-5.474363000000000312e+01
-6.527981408233956984e+01,1.814988516865194157e+01,-2.611063194274902344e+01,-5.474067999999999756e+01
-6.527981550415950096e+01,1.814988478571836694e+01,-4.378931808471679688e+01,-5.474367999999999768e+01
-6.527981550119621090e+01,1.814988478650812809e+01,-4.375246429443360086e+01,-5.474367999999999768e+01
-6.527981550969663260e+01,1.814988478424262652e+01,-4.385818481445312500e+01,-5.474367999999999768e+01
-6.527981611612568713e+01,1.814987838389778929e+01,-4.352311325073242188e+01,-5.475571999999999662e+01
-6.527981504456595019e+01,1.814987867348189710e+01,-3.020074462890625000e+01,-5.475272999999999968e+01
-6.527981615204673460e+01,1.814987837432422424e+01,-4.396987533569335938e+01,-5.475672000000000139e+01
-6.527981791856974780e+01,1.814987789952062869e+01,-6.593564605712890625e+01,-5.476171999999999684e+01
-6.527981676611067030e+01,1.814987196989010698e+01,-4.372850036621093750e+01,-5.477277000000000129e+01
-6.527981739613103684e+01,1.814986556101069937e+01,-4.368664550781250000e+01,-5.478981000000000279e+01
-6.527981738883354978e+01,1.814986556295561115e+01,-4.359588623046875000e+01,-5.478981000000000279e+01
-6.527981739309706199e+01,1.814986556181930411e+01,-4.364891052246093750e+01,-5.478981000000000279e+01
-6.527981803923128723e+01,1.814985915031469332e+01,-4.381087112426757812e+01,-5.480686000000000035e+01
-6.527981803809950634e+01,1.814985915061632937e+01,-4.379679489135742188e+01,-5.480686000000000035e+01
-6.527981549538463923e+01,1.814985359694156131e+01,-4.308784008026123047e+00,-5.481390999999999991e+01
-6.527981866652099541e+01,1.814985274178486563e+01,-4.373713302612304688e+01,-5.482390000000000185e+01
-6.527981867519433479e+01,1.814985273947324984e+01,-4.384500885009765625e+01,-5.482390000000000185e+01
-6.527981867537585003e+01,1.814985273942487964e+01,-4.384726715087890625e+01,-5.482390000000000185e+01
-6.527981867102263891e+01,1.814985274058508935e+01,-4.379312133789063211e+01,-5.482390000000000185e+01
