Lon,Lat
-65.3879222170507,18.087004162378
-65.3879230217755,18.0870105807382
-65.3879243092691,18.0870234576207
-65.3879250517478,18.0870298817344
-65.3879258544375,18.0870363027726
-65.3879264968926,18.087042740807
-65.387936458448,18.0870480942446
-65.3879315988466,18.0870616884838
-65.3879292108085,18.0870684808963
-65.3879298980232,18.0870749160858
-65.3879306117889,18.0870813462924
-65.3879319605459,18.0870942181161
-65.3879327465187,18.0871006420474
-65.3879246082846,18.0871081021674
-65.3879340803866,18.0871135159773
-65.3879348286691,18.0871199424855
-65.3879369166021,18.0871392445525
-65.3879430749896,18.0871450397161
-65.3879389882718,18.0871585468115
-65.3879396377556,18.087164985101
-65.3879409642905,18.0871778603885
-65.3879424555471,18.0871907182378
-65.3879431773485,18.0871971479968
-65.3879437898669,18.0872035905725
-65.3879445038172,18.0872100231455
-65.3879458696581,18.0872228935372
-65.3879465407312,18.087229329092
-65.3879473203642,18.0872357537863
-65.3879480592927,18.0872421812678
-65.3879486378776,18.0872486275285
-65.3879500957118,18.0872614845319
-65.3879507292244,18.0872679260757
-65.3879514442292,18.0872743560257
-65.3879636109836,18.0872794529175
-65.3879528242975,18.0872872254823
-65.3879535979542,18.0872936482766
-65.3879543665934,18.0873000715621
-65.3879484154263,18.0873072778182
-65.3879557406377,18.0873129389368
-65.3879562730947,18.0873193915858
-65.3879570933593,18.0873258083646
-65.3879590878508,18.087338601909
-65.3879597888182,18.0873515468839
-65.3879605066503,18.087357976977
-65.3879620499098,18.0873708221388
-65.3879625811826,18.0873772717541
-65.3879639858922,18.0873901322448
-65.3879654239554,18.0874029881399
-65.3879550489303,18.0874107075877
-65.3879667757684,18.0874158534537
-65.387967461391,18.0874222856607
-65.3879681763534,18.0874287122888
-65.3879688485231,18.0874351437477
-65.3879702826846,18.0874479974488
-65.3879708478132,18.0874544428078
-65.3879722792649,18.0874672936864
-65.3879691446319,18.0874741669086
-65.3879736592236,18.0874801515996
-65.3879743865942,18.0874865748507
-65.3879750685882,18.0874930031978
-65.3879757266325,18.0874994360597
-65.3879764098755,18.087505865719
-65.3879770677313,18.0875122961742
-65.3879777746086,18.0875187225601
-65.3879785151253,18.0875251428005
-65.3879785529175,18.0875251383612
-65.3879792236307,18.0875315665428
-65.3879798408476,18.0875380026856
-65.3879805363662,18.0875444274251
-65.3879812372827,18.0875508531998
-65.3879819766816,18.0875572741803
-65.3879833704949,18.0875702431119
-65.3879841156101,18.0875766541592
-65.3879847640019,18.0875830743402
-65.3879854187086,18.0875894954225
-65.3879860814803,18.0875959133262
-65.3879868297721,18.0876023228238
-65.3879874934789,18.0876087400225
-65.3879888192056,18.0876215756515
-65.3879895286333,18.0876279865742
-65.3879902608336,18.0876343964525
-65.3879908702771,18.0876408205093
-65.3879915078559,18.0876472389512
-65.3879928657187,18.0876600671249
-65.3879935896322,18.0876664744921
-65.3879942596914,18.0876728878709
-65.3879949027783,18.0876793041023
-65.3879955794061,18.0876857180119
-65.3879964329743,18.087692108885
-65.3879969972174,18.0876985353571
-65.3879976312588,18.0877049513752
-65.3879982908803,18.087711366001
-65.3879989532131,18.0877177780505
-65.3879996148056,18.0877241917966
-65.3880002870203,18.0877306020351
-65.3880009484977,18.087737015142
-65.3879936442783,18.0877443533176
-65.3880017140823,18.0877434137587
-65.3880023049628,18.0877498325667
-65.3880029995835,18.0877562407934
-65.3880036643844,18.0877626502578
-65.3880050089124,18.08777546837
-65.3879963041178,18.0877829689149
-65.3880056785585,18.0877818781997
-65.388007033401,18.0877946930938
-65.3879986028222,18.0878021584864
-65.3880084085689,18.0878075042544
-65.388009040068,18.0878139149491
-65.3880097950366,18.0878203128038
-65.3880110644054,18.0878331336804
-65.3880116886902,18.087839543863
-65.3880123858849,18.0878459470727
-65.3880130331286,18.087852353875
-65.3880137319761,18.0878587562057
-65.3880144319112,18.0878651561333
-65.3880157318004,18.0878779686321
-65.3880245370246,18.0878769427135
-65.3880170833532,18.0878907717524
-65.3880177412296,18.0878971748972
-65.3880184188526,18.0879035773082
-65.3880191303028,18.0879099734684
-65.3880197269546,18.0879163846971
-65.3880204372039,18.0879227803052
-65.3880204566319,18.0879227780232
-65.3880211059334,18.087929182374
-65.3880293099816,18.0879347033321
-65.3880231199443,18.0879483817154
-65.3880237477161,18.0879547872045
-65.3880243489716,18.0879611935296
-65.3880252771783,18.0879675630353
-65.3880266046524,18.0879803592683
-65.3880320950977,18.0879797185419
-65.3880252803468,18.0879869902218
-65.3880285632378,18.0879995587696
-65.3880299057329,18.0880123516887
-65.3880304751421,18.0880187586232
-65.3880312001508,18.0880251488639
-65.3880317867885,18.0880315530801
-65.3880324876337,18.0880379454643
-65.3880331508739,18.0880443399893
-65.3880344132313,18.0880571374605
-65.3880357323431,18.0880699268816
-65.3880455891617,18.0880687774567
-65.3880364578699,18.0880763142898
-65.3880371885853,18.088082698815
-65.3880384392228,18.0880954935197
-65.3880390158126,18.0881018951158
-65.3880398554902,18.0881082654681
-65.3880411075435,18.0881210572623
-65.3880339682627,18.0881283554528
-65.3880419093026,18.0881274310425
-65.388043130052,18.088140224467
-65.3880432101263,18.0881402150619
-65.3880437771964,18.0881466173145
-65.388038819093,18.0881536600331
-65.3880445071537,18.0881529981689
-65.388045772187,18.0881657836811
-65.3880464191441,18.0881721751992
-65.3880465199053,18.0881721633643
-65.3880470630683,18.0881785648105
-65.3880476171085,18.0881849666421
-65.3880484226452,18.0881913366017
-65.388044213999,18.088198290871
-65.3880490333518,18.0881977310385
-65.3880496898712,18.088204117835
-65.3880503703715,18.0882105034096
-65.3880510229015,18.0882168900121
-65.3880523314132,18.0882296637495
-65.3880561035541,18.0882292248404
-65.3880535991455,18.0882424409649
-65.3880536883395,18.0882424304885
-65.3880543471005,18.0882488147197
-65.3880545549938,18.0882487903013
-65.3880549683006,18.0882552049637
-65.388054901277,18.0882552128361
-65.388055612089,18.0882615903049
-65.3880562649798,18.08826797618
-65.3880569756538,18.0882743530208
-65.3880575295029,18.0882807498868
-65.3880582917072,18.0882871200352
-65.3880586020825,18.0883000018256
-65.3880595517836,18.088299892352
-65.388060867751,18.088312656841
-65.3880616455715,18.0883190235769
-65.3880622520485,18.0883254101265
-65.3880628589377,18.0883317963172
-65.3880635395299,18.0883381754662
-65.3880641455744,18.088344561139
-65.3880655181535,18.0883573165641
-65.3880660748991,18.0883637071843
-65.3880667847858,18.0883700794421
-65.3880674547761,18.0883764580093
-65.3880681560874,18.0883828306741
-65.3880694047589,18.0883955951182
-65.3880700244732,18.0884019784018
-65.3880707055606,18.0884083522594
-65.3880720981657,18.0884210974501
-65.3880726389454,18.0884274888411
-65.3880733156875,18.0884338620515
-65.3880739912313,18.0884402370405
-65.3880745897443,18.0884466188707
-65.3880753506682,18.088452983265
-65.3880766634698,18.088465731923
-65.3880772488097,18.0884721161056
-65.3880778772229,18.0884784949534
-65.3880791683171,18.0884912458826
-65.3880798564585,18.088497614977
-65.3880805898249,18.0885039784912
-65.3880818937805,18.0885167257654
-65.388076671187,18.0885237837911
-65.388082532665,18.0885231015068
-65.3880905385118,18.0885286140173
-65.3880844608867,18.0885422201259
-65.388085191576,18.0885485840523
-65.3880858051567,18.0885549595599
-65.38808648386,18.0885613290887
-65.3880870782804,18.088567706347
-65.3880877029614,18.0885740817253
-65.38808841063,18.0885804451888
-65.3880890614826,18.0885868170046
-65.3880896815596,18.088593190273
-65.388090295527,18.0885995640202
-65.3880910650716,18.0886059211766
-65.3880916762051,18.0886122947849
-65.3880923098057,18.0886186674425
-65.3880929666346,18.0886250352197
-65.3880936387806,18.08863140289
-65.388094223543,18.0886377786778
-65.3880948967406,18.0886441457737
-65.388095598959,18.0886505073177
-65.3880910118346,18.0886574856701
-65.3880961887223,18.0886568837723
-65.3880976400182,18.0886631568847
-65.3880975592037,18.0886696116782
-65.3880981722419,18.0886759828312
-65.3880981763467,18.088675982349
-65.3880988387331,18.0886823494143
-65.3880994629158,18.0886887188381
-65.3881001233858,18.0886950857127
-65.38810078216,18.0887014506617
-65.3881013974963,18.0887078224313
-65.3881014286885,18.0887078187671
-65.3881021130125,18.0887141803125
-65.3881027400852,18.0887205503057
-65.3881033179619,18.088726924037
-65.3881033945204,18.0887269150435
-65.3881040903201,18.0887332746546
-65.388104672198,18.0887396493775
-65.3881052995676,18.0887460147283
-65.3881059934742,18.0887523759162
-65.3881059280134,18.0887523836061
-65.3881066379897,18.0887587408027
-65.3881073393118,18.0887651007542
-65.3881086136991,18.0887778332693
-65.3881086285573,18.0887778315238
-65.3881092408207,18.0887841994876
-65.3881099732137,18.0887905550867
-65.3881105653901,18.0887969250688
-65.3881112213018,18.0888032893158
-65.3881112313868,18.0888032881311
-65.3881118630903,18.0888096531379
-65.3881179933771,18.0888153780969
-65.3881132321215,18.0888223721781
-65.3881138216584,18.0888287416591
-65.3881144653999,18.0888351065365
-65.3881150657041,18.0888414976175
-65.3881157664911,18.0888478521978
-65.388116301733,18.0888542279962
-65.3881163613885,18.088854220988
-65.3881170020118,18.0888605823423
-65.3881176853018,18.0888669385415
-65.3881183435095,18.0888732994658
-65.3881189670141,18.0888796624115
-65.3881189598228,18.0888796632563
-65.388120322697,18.0888923770537
-65.3881215334587,18.0889051082842
-65.3881222693001,18.0889114593068
-65.388122875757,18.0889178234912
-65.3881234950319,18.0889241879704
-65.3881162247102,18.0889314690069
-65.3881248402369,18.0889369021394
-65.3881248412124,18.0889369020248
-65.3881254542832,18.0889432649794
-65.3881267353962,18.0889559841148
-65.3881280836146,18.0889686968826
-65.3881280514544,18.0889687006609
-65.3881287227591,18.0889750562718
-65.388129380813,18.0889814152654
-65.3881300054879,18.0889877761737
-65.3881306601918,18.0889941353857
-65.3881313380582,18.0890004898753
-65.3881313562303,18.0890004877403
-65.3881320024185,18.089006847789
-65.388132600184,18.0890132115314
-65.3881332492641,18.0890195710881
-65.3881339089574,18.0890259274083
-65.3881339333287,18.0890259245449
-65.3881346373405,18.0890322775068
-65.3881370162872,18.0890384337737
-65.3881358548655,18.0890450017815
-65.3881428674206,18.0890441841057
