Lon,Lat
39.5730543501662,-8.42000056116959
39.5730499516107,-8.42004546190489
39.573045580872,-8.42009034011707
39.5730411890754,-8.42013523408403
39.5730343016672,-8.42020576479575
39.5730249467559,-8.4203018952747
39.5730205832025,-8.42034674524901
39.5730156237058,-8.42039797279281
39.5730105752464,-8.42044925267194
39.5730043166736,-8.42051329520385
39.573001199182,-8.42054530073078
39.5729949171697,-8.42060932762422
39.5729893053896,-8.42066707501479
39.5729848822811,-8.42071180189881
39.5729785529985,-8.42077568133466
39.5729734904782,-8.4208267675881
39.5729697240721,-8.42086504951118
39.5729659039173,-8.42090336274697
39.5729620835623,-8.42094166579441
39.5729582601775,-8.42097996596198
39.5729525185003,-8.42103740704233
39.5729461482223,-8.4211012072862
39.5729378655565,-8.421184123663
39.5729314329232,-8.4212479363634
39.5729282036413,-8.42127984846737
39.5729217589605,-8.42134365500794
39.5729172517153,-8.42138831028246
39.5729127352941,-8.42143297166125
39.5729075651618,-8.42148401714292
39.57290109816,-8.42154782481474
39.5728926673547,-8.42163079138203
39.5728881090732,-8.42167548117514
39.5728822859556,-8.42173291597371
39.5728757580369,-8.42179677945085
39.5728705146477,-8.42184788841377
39.5728672676957,-8.42187981405736
39.5728626690613,-8.4219245523096
39.5728568292376,-8.42198196061448
39.5728515645494,-8.42203316560306
39.572845001727,-8.42209716730498
39.5728405623652,-8.42214186429974
39.5728351641766,-8.42219318618621
39.572828607435,-8.42225720764662
39.5728233544226,-8.42230843791084
39.5728174368796,-8.42236608359479
39.5728128372619,-8.42241092020455
39.5728068995398,-8.42246859003776
39.5728029661728,-8.4225070185297
39.5727983764501,-8.42255185733062
39.5727937935094,-8.42259669297789
39.5727865857892,-8.42266715642929
39.5727806883992,-8.42272480815117
39.5727761052731,-8.42276964826037
39.5727702107229,-8.4228273017289
39.5727656509726,-8.42287212502246
39.5727611111598,-8.42291693116772
39.572754598901,-8.4229809609854
39.5727487442303,-8.42303858118965
39.57274419463,-8.42308339168726
39.5727390229864,-8.42313458170396
39.5727344767617,-8.42317938419347
39.5727305958082,-8.42321777419882
39.5727234447926,-8.4232881997359
39.5727151521218,-8.42337122584937
39.5727068260407,-8.42345427037011
39.5727024034405,-8.42349893944872
39.5726966365814,-8.42355642704975
39.5726921699552,-8.42360112210771
39.5726877358974,-8.42364579460965
39.5726845342533,-8.42367772730397
39.5726800801877,-8.42372241218379
39.5726749551517,-8.42377350441939
