205051.704638	-35.283531	1.000000
205054.504685	-35.434490	1.000000
205060.804740	-35.164776	1.000000
205061.504751	-35.290840	1.000000
205067.804545	-35.321556	1.000000
205068.504557	-35.365829	1.000000
205069.204569	-35.721207	1.000000
205069.204569	-35.181477	1.000000
205069.904529	-35.438663	1.000000
205072.704628	-35.203293	1.000000
205079.704694	-35.085705	1.000000
205083.904713	-35.045036	1.000000
205086.704761	-34.977917	1.000000
205087.404773	-35.214050	1.000000
205088.104784	-35.063950	1.000000
205088.804744	-35.122910	1.000000
205089.504756	-35.274376	1.000000
205090.204768	-35.361282	1.000000
205092.304543	-35.000607	1.000000
205093.004555	-35.306950	1.000000
205093.704619	-35.160175	1.000000
205095.804602	-35.476250	1.000000
205097.904637	-35.238670	1.000000
205100.004621	-35.491825	1.000000
205100.704633	-35.257957	1.000000
205101.404645	-35.614815	1.000000
205102.104709	-35.478973	1.000000
205108.404763	-35.282978	1.000000
205111.204758	-35.200012	1.000000
205123.104595	-35.217850	1.000000
205124.504671	-35.067425	1.000000
205130.804673	-35.346935	1.000000
205135.004744	-35.549274	1.000000
205140.604526	-35.253662	1.000000
205142.004602	-35.349964	1.000000
205142.704614	-35.315739	1.000000
205145.504609	2.814391	1.000000
205145.504609	-35.280281	1.000000
205146.204621	-35.365475	1.000000
205149.004616	-35.246895	1.000000
205150.404692	-35.273949	1.000000
205153.904699	-35.508759	1.000000
205159.504741	-35.033443	1.000000
205160.904765	-35.260185	1.000000
205163.704552	-35.302979	1.000000
205166.504599	-35.802372	1.000000
205167.904623	-35.295593	1.000000
205177.004673	-35.109848	1.000000
205177.704684	-34.974445	1.000000
205178.404696	-35.088467	1.000000
205184.704751	-34.877106	1.000000
205185.404763	-35.090588	1.000000
205187.504537	-34.938263	1.000000
205188.904613	-35.148273	1.000000
205189.604625	-35.148640	1.000000
205190.304637	-35.048599	1.000000
205197.304599	-35.181557	1.000000
205198.704675	-34.967300	1.000000
205200.804710	-35.786736	1.000000
205207.104765	-35.171204	1.000000
205208.504736	28.420437	1.000000
205211.304575	-35.337524	1.000000
205214.104570	-35.212109	1.000000
205215.504646	-35.362411	1.000000
205216.204606	-34.784309	1.000000
205217.604630	-35.030949	1.000000
205219.704613	-35.068165	1.000000
205220.404677	-35.216251	1.000000
205223.904684	-35.046833	1.000000
205226.004668	-35.175457	1.000000
205233.004786	-34.849373	1.000000
205233.704537	-35.210693	1.000000
205235.104561	-35.014645	1.000000
205242.104627	-35.142517	1.000000
205242.804639	-35.153843	1.000000
205243.504599	-35.225510	1.000000
205246.304698	-35.168175	1.000000
205249.804705	-35.048908	1.000000
205251.204677	-35.048061	1.000000
205251.904741	-35.337757	1.000000
205252.604753	-35.051380	1.000000
205254.704788	-35.126255	1.000000
205256.104760	-45.768021	1.000000
205258.204535	-35.331081	1.000000
205260.304570	-38.278046	1.000000
205261.004530	-35.246178	1.000000
205263.104618	-35.371777	1.000000
205265.904613	-35.287560	1.000000
205267.304637	-35.311054	1.000000
205268.004648	-35.362316	1.000000
205270.804696	-35.030216	1.000000
205272.904679	-35.151024	1.000000
205273.604691	-35.158077	1.000000
205278.504774	-35.273861	1.000000
205279.904746	-35.221581	1.000000
205285.504632	-35.283367	1.000000
205286.204644	-35.157284	1.000000
205286.904603	-35.239944	1.000000
205290.404610	-39.383034	1.000000
205291.104622	-35.195023	1.000000
205291.804634	-35.032631	1.000000
205294.604681	-35.085003	1.000000
205296.004705	-35.141560	1.000000
205296.704717	-35.218136	1.000000
205303.004771	-35.149662	1.000000
205305.104546	-35.689762	1.000000
205308.604553	-41.117405	1.000000
205310.004629	-35.399666	1.000000
205316.304684	-35.176292	1.000000
205320.504703	-35.125183	1.000000
205326.804757	-35.715111	1.000000
205331.704579	-35.235306	1.000000
205333.804615	-35.182938	1.000000
205336.604610	-35.194874	1.000000
205338.004634	-35.155647	1.000000
205338.004634	-66.814926	1.000000
205338.704646	-35.038826	1.000000
205342.204705	-35.458706	1.000000
205342.904717	11.694603	1.000000
205342.904717	-63.003567	1.000000
205343.604676	-35.234940	1.000000
205347.804748	-35.283726	1.000000
205349.204771	-35.108444	1.000000
205350.604743	-35.107517	1.000000
205351.304755	-35.030727	1.000000
205355.504565	-35.166519	1.000000
205360.404648	-35.874538	1.000000
205362.504631	-35.453785	1.000000
