0,-43.678,1
0.69991,-43.733,1
1.4,-43.681,1
1.4,-59.181,2
2.0999,-43.672,1
2.0999,-86.802,2
2.0999,-83.117,2
2.7996,-43.867,1
2.7996,-66.089,2
3.4997,-43.763,1
4.1997,-43.69,1
4.8998,-43.828,1
4.8998,-84.334,2
5.5997,-77.944,2
6.2998,-43.734,1
6.2998,-57.155,2
6.9997,2.3384,1
6.9997,-43.682,1
7.6998,-43.799,1
7.6998,-49.319,2
7.6998,-78.195,2
8.3997,4.3801,1
8.3997,-43.771,1
9.0998,-43.523,1
9.7997,-43.934,1
10.5,-43.886,1
10.5,-46.631,2
10.5,-69.69,2
11.2,-5.5618,1
11.2,-43.77,1
11.9,-44.203,1
11.9,-43.669,1
11.9,-33.194,1
12.6,-43.777,1
13.3,-43.55,1
14,-44.024,1
14,-43.49,1
14.7,-43.732,1
15.4,-0.13964,1
15.4,-8.0434,1
15.4,-43.629,1
15.4,-67.623,2
16.1,-43.86,1
16.1,-80.046,2
16.8,-43.659,1
17.5,-43.602,1
18.2,-43.978,1
18.2,-43.188,1
18.9,-7.1566,1
18.9,-43.556,1
19.6,-43.565,1
20.3,-43.424,1
20.3,-73.112,2
21,-43.845,1
21.7,-43.556,1
22.4,-43.557,1
22.4,-64.87,2
22.4,-90.369,2
23.1,-43.631,1
23.8,-43.46,1
24.5,-43.535,1
25.2,-43.636,1
25.2,-72.683,2
25.9,-43.588,1
26.6,-43.399,1
27.3,-43.711,1
28,-43.667,1
28.7,-43.526,1
28.7,-61.674,2
28.7,-86.866,2
28.7,-93.468,2
29.4,-43.8,1
29.4,-51.428,2
29.4,-70.557,2
30.1,-33.641,1
30.1,-43.748,1
30.1,-93.328,2
30.1,-91.393,2
30.8,-43.717,1
30.8,-44.567,1
30.8,-82.001,2
31.5,-43.782,1
32.2,-43.99,1
32.9,-15.227,1
32.9,-43.696,1
33.6,-43.845,1
33.6,-92.594,2
34.3,-2.9577,1
34.3,-43.787,1
35,-43.728,1
35.7,-43.923,1
36.4,-43.866,1
36.4,-46.518,2
37.1,-44.069,1
37.8,-43.819,1
38.5,-22.456,1
38.5,-43.641,1
38.5,-44.741,1
39.2,-43.62,1
39.9,-43.864,1
40.6,-9.6124,1
40.6,-25.198,1
40.6,-43.575,1
41.3,-43.596,1
42,-43.704,1
42.7,-43.867,1
43.4,-43.915,1
43.4,-93.492,2
44.1,4.1516,1
44.1,-43.92,1
44.1,-58.242,2
44.8,-43.796,1
44.8,-45.388,2
45.5,-43.665,1
46.2,-43.871,1
46.9,-43.788,1
46.9,-48.625,2
47.6,-43.78,1
47.6,-73.632,2
48.3,-43.914,1
48.3,-47.825,2
49,-43.704,1
49.7,-43.794,1
50.4,-43.724,1
51.1,-27.067,1
51.1,-43.703,1
51.8,-26.235,1
51.8,-43.742,1
51.8,-44.604,1
51.8,-87.265,2
52.5,-43.715,1
53.2,-43.692,1
53.2,-74.811,2
53.9,-43.678,1
54.6,-43.651,1
55.3,-46.352,2
55.3,-43.516,1
56,-43.675,1
56,-45.506,2
56.7,-28.152,1
56.7,-16.397,1
56.7,-19.45,1
56.7,-43.739,1
56.7,-53.656,2
56.7,-82.575,2
57.4,-25.421,1
57.4,-43.803,1
58.1,-43.733,1
58.8,-43.729,1
59.5,-43.688,1
59.5,-47.552,2
59.5,-61.595,2
60.2,-43.723,1
60.9,-43.69,1
61.6,-22.382,1
61.6,-43.559,1
62.3,-7.5536,1
62.3,-43.745,1
62.3,-55.923,2
63,-43.706,1
63.7,-43.774,1
63.7,-57.359,2
64.4,-43.642,1
65.1,-43.634,1
65.1,-76.671,2
65.8,-43.713,1
66.5,-43.762,1
67.2,-13.343,1
67.2,-43.653,1
67.9,-43.657,1
68.6,-43.897,1
69.3,-43.703,1
69.3,-44.427,1
69.3,-50.214,2
70,-43.531,1
70.7,-43.85,1
70.7,-77.466,2
71.4,-43.666,1
71.4,-83.403,2
72.1,-43.61,1
72.1,-71.712,2
72.1,-76.282,2
72.1,-92.919,2
72.8,-0.58329,1
72.8,-11.387,1
72.8,-43.641,1
73.5,2.1877,1
73.5,-43.581,1
74.2,-43.653,1
74.9,-24.533,1
74.9,-44.357,1
74.9,-43.678,1
75.6,-43.642,1
75.6,-47.75,2
75.6,-54.039,2
76.3,-43.804,1
77,3.9896,1
77,-43.614,1
77,-72.03,2
77.7,-43.608,1
78.4,-43.662,1
78.4,-35.237,1
79.1,-43.855,1
79.8,-43.616,1
80.5,-8.784,1
80.5,-43.497,1
81.2,-43.464,1
81.2,-88.25,2
81.9,-43.579,1
82.6,-43.648,1
83.3,-43.667,1
84,-43.622,1
84.7,-2.7907,1
84.7,-1.2269,1
84.7,-13.964,1
84.7,-43.74,1
85.4,-34.182,1
85.4,-43.711,1
86.1,-43.627,1
86.8,-4.017,1
86.8,-43.635,1
87.5,-43.625,1
88.2,-43.732,1
88.9,-43.893,1
89.6,-43.637,1
90.3,-43.603,1
90.3,-85.947,2
91,-43.521,1
91,-48.897,2
91.7,-12.84,1
91.7,-43.5,1
92.4,-8.0442,1
92.4,-43.671,1
93.1,-43.517,1
93.8,-43.718,1
94.5,-43.682,1
95.2,-4.2522,1
95.2,-43.524,1
95.2,-71.748,2
95.2,-81.738,2
95.9,-43.562,1
95.9,-68.307,2
96.6,-43.429,1
96.6,-47.853,2
96.6,-45.851,2
97.3,-43.491,1
97.3,-32.444,1
98,-4.5336,1
98,-43.511,1
98.7,-43.466,1
99.4,-43.655,1
99.4,-80.801,2
100.1,-3.9481,1
100.1,-30.48,1
100.1,-43.597,1
100.1,-35.45,1
100.8,-43.535,1
101.5,-28.101,1
101.5,-43.531,1
101.5,-34.169,1
101.5,-76.343,2
101.5,-64.839,2
102.2,-35.381,1
102.2,-43.654,1
102.2,-44.51,1
102.9,-43.649,1
102.9,-44.521,1
103.6,-43.486,1
104.3,-43.889,1
105,-43.577,1
105.7,-43.705,1
106.4,-44.312,1
106.4,-43.729,1
106.4,-46.797,2
106.4,-68.168,2
107.1,-43.572,1
107.1,-35.664,1
107.8,-44.613,1
107.8,-43.913,1
108.5,-44.145,1
109.2,-52.106,2
109.2,-43.605,1
109.9,-43.775,1
110.6,-29.318,1
110.6,-43.847,1
111.3,-12.731,1
111.3,-44.179,1
111.3,-43.24,1
112,-43.727,1
112.7,-43.909,1
113.4,-4.038,1
113.4,-43.681,1
114.1,-43.705,1
114.8,-24.842,1
114.8,-44.121,1
114.8,-72.352,2
115.5,-43.855,1
116.2,-43.953,1
116.2,-84.908,2
116.2,-86.373,2
116.9,-21.215,1
116.9,-43.902,1
117.6,-44.098,1
118.3,-44.046,1
118.3,-33.122,1
119,-9.7162,1
119,-43.963,1
119.7,-43.846,1
119.7,-67.594,2
120.4,-43.906,1
121.1,-43.721,1
121.8,-9.8606,1
121.8,-43.895,1
121.8,-76.053,2
122.5,-9.9764,1
122.5,-44.017,1
122.5,-69.758,2
123.2,-43.978,1
123.9,-44.114,1
123.9,-48.689,2
123.9,-67.387,2
124.6,-13.78,1
124.6,-43.924,1
125.3,-0.41869,1
125.3,-19.56,1
125.3,-43.993,1
126,-43.3,1
126,-44.044,1
126.7,-44.029,1
126.7,-64.44,2
127.4,-43.89,1
128.1,-43.862,1
128.8,-43.801,1
128.8,-32.432,1
129.5,-43.903,1
129.5,-58.336,2
130.2,-22.917,1
130.2,-10.747,1
130.2,-43.943,1
130.2,-44.658,1
130.2,-67.131,2
130.9,-18.388,1
130.9,-43.843,1
131.6,1.7014,1
131.6,-43.905,1
132.3,-43.886,1
133,-43.954,1
133.7,-43.911,1
133.7,-60.252,2
134.4,-43.88,1
134.4,-50.343,2
134.4,-59.604,2
135.1,-43.765,1
135.1,-64.967,2
135.1,-68.104,2
135.8,-44.866,1
135.8,-43.892,1
135.8,-66.492,2
136.5,-43.704,1
137.2,-43.809,1
137.9,-43.718,1
138.6,-43.823,1
139.3,-43.719,1
140,-20.313,1
140,-43.662,1
140.7,-43.697,1
141.4,-6.409,1
141.4,-43.779,1
141.4,-39.653,1
141.4,-45.158,2
142.1,-43.758,1
142.8,-43.908,1
143.5,-4.4703,1
143.5,-44.013,1
144.2,1.9849,1
144.2,-43.955,1
144.9,-43.836,1
145.6,-43.816,1
146.3,-43.773,1
147,-43.86,1
147.7,-19.436,1
147.7,-43.765,1
148.4,-2.9395,1
148.4,-44.915,2
148.4,-43.597,1
149.1,-43.825,1
149.1,-56.173,2
149.8,-43.875,1
150.5,-43.815,1
151.2,-43.989,1
151.9,-43.777,1
151.9,-86.496,2
152.6,-43.706,1
153.3,-43.908,1
153.3,-36.458,1
154,-17.165,1
154,-44.357,1
154,-36.733,1
154.7,-22.145,1
154.7,-43.874,1
