1138748.126552	1.479401	1.000000
1138748.826563	1.524117	1.000000
1138749.526523	1.684735	1.000000
1138750.226535	1.283948	1.000000
1138750.926547	1.574499	1.000000
1138751.626559	1.530347	1.000000
1138752.326570	1.672319	1.000000
1138753.026634	1.488843	1.000000
1138753.726594	1.575001	1.000000
1138755.826630	1.713915	1.000000
1138756.526642	1.679675	1.000000
1138757.226601	1.748361	1.000000
1138757.926613	1.572305	1.000000
1138758.626625	1.756331	1.000000
1138760.026596	1.678666	1.000000
1138760.726608	1.659915	1.000000
1138761.426672	1.290799	1.000000
1138762.126684	1.571801	1.000000
1138762.126684	-20.810371	1.000000
1138762.826696	1.727423	1.000000
1138763.526708	1.581547	1.000000
1138764.226668	1.583205	1.000000
1138764.926679	1.551225	1.000000
1138765.626691	1.826016	1.000000
1138769.126490	-0.778018	1.000000
1138769.826554	1.624063	1.000000
1138770.526566	1.630510	1.000000
1138771.226525	1.454088	1.000000
1138771.926537	1.501146	1.000000
1138772.626549	1.610485	1.000000
1138774.026573	1.586254	1.000000
1138774.726532	1.554047	1.000000
1138775.426544	1.347529	1.000000
1138776.126556	1.468084	1.000000
1138776.826568	1.618937	1.000000
1138777.526528	1.324169	1.000000
1138778.226644	1.648233	1.000000
1138778.926603	1.516218	1.000000
1138779.626615	1.454681	1.000000
1138780.326627	1.694102	1.000000
1138781.026639	1.574399	1.000000
1138781.726599	1.562347	1.000000
1138783.126622	1.344808	1.000000
1138783.826634	1.711234	1.000000
1138784.526698	1.647763	1.000000
1138785.226710	12.567038	1.000000
1138785.926670	1.464762	1.000000
1138786.626682	1.808699	1.000000
1138787.326694	-0.681647	1.000000
1138787.326694	1.595626	1.000000
1138788.026705	1.519788	1.000000
1138788.726665	1.735567	1.000000
1138789.426677	1.599090	1.000000
1138790.126689	1.731933	1.000000
1138790.826492	1.570768	1.000000
1138790.826492	-11.540077	1.000000
1138791.526504	1.578708	1.000000
1138792.226464	1.474797	1.000000
1138792.926475	1.383017	1.000000
1138793.626487	1.317632	1.000000
1138794.326499	-1.880498	1.000000
1138794.326499	1.497731	1.000000
1138795.026563	1.634031	1.000000
1138795.726523	1.569988	1.000000
1138796.426535	1.697492	1.000000
1138797.126547	1.633423	1.000000
1138798.526570	1.530517	1.000000
1138799.226530	1.589306	1.000000
1138799.226530	-7.506824	1.000000
1138799.926542	1.408432	1.000000
1138800.626554	1.520121	1.000000
1138802.026629	1.543695	1.000000
1138802.726641	1.530075	1.000000
1138803.426601	1.618154	1.000000
1138803.426601	-3.556808	1.000000
1138804.826625	1.564918	1.000000
1138805.526637	1.387383	1.000000
1138806.226596	1.399680	1.000000
1138807.626620	1.509312	1.000000
1138808.326632	1.502333	1.000000
1138809.026644	1.641400	1.000000
1138809.726708	1.490151	1.000000
1138810.426667	1.556703	1.000000
1138811.126679	1.472095	1.000000
1138812.526703	1.488203	1.000000
1138813.226715	1.600639	1.000000
1138813.926674	1.541630	1.000000
1138814.626478	1.623331	1.000000
1138815.326490	1.481335	1.000000
1138816.026501	-0.715396	1.000000
1138816.726461	1.490241	1.000000
1138817.426525	1.577515	1.000000
1138818.126537	1.570549	1.000000
1138819.526561	0.991500	1.000000
1138820.226572	1.507575	1.000000
1138820.926532	1.486748	1.000000
1138820.926532	-22.377869	1.000000
1138821.626544	1.619789	1.000000
1138822.326556	1.467361	1.000000
1138823.026568	1.634473	1.000000
1138823.726527	1.454010	1.000000
1138824.426539	1.426242	1.000000
1138825.126551	1.539159	1.000000
1138825.826615	1.491331	1.000000
1138826.526627	1.571377	1.000000
1138827.226639	1.513050	1.000000
1138827.926598	1.526936	1.000000
1138828.626610	1.221452	1.000000
1138829.326622	1.558002	1.000000
1138830.026634	1.592734	1.000000
1138830.726594	1.594351	1.000000
1138831.426606	1.465655	1.000000
1138832.126617	1.368443	1.000000
1138832.826681	1.560487	1.000000
1138833.526693	1.462392	1.000000
